,EquipmentNumber,EquipmentModel,EquipmentMake,compartid,compart,compartsn,oiltypeid,oilgradeid,coolantid,notesos,sampledate,oiladded,oilhours,actual_fluid_hours,meterread,oilchanged,filterchanged,evalcode,Problem Solved,Action Taken,Water,V40,V100,VI,GC Fuel,GC Glycol,Color,S-Color,Colour Desc,Appearance,Oil_contamin,Precip_Amount,Precip_Appear,Precip_Contam,Precip_Contam_Properties,Odor,Foaming,pH Coolant,Cond,MO4 raw,FPoint,Glycol,BP,KF Water,Fe,Cu,Pb,Sn,Cr,Ni,Ti,Al,Si,Na,K,B,Ca,Mg,P ,Zn,Mo,Li,Sb,Ba,Cd,Mn,Ag,V,4u,6u,14u,21u,38u,70u,ISO,Cutting,Sliding,Fatigue,Non Metallic,Fibers,Total Part/ml,NO2,pqL Index,Soot,OXI,NIT,Sulf,AW,FT-IR Glycol,FT-IR Water,Cap Inspect,DamageDelta
985,474.0,EH5000,EUCLID         ,RRF,Right Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Total Ferrous Debris (pqL) index are acceptable. Particle count indicates acceptable particulate contamination. No action required. Continue to build a reliable operating trend. Sample again at the next scheduled service interval.,2017-03-30,,1373.0,1373.0,79419.0,True,,A,False,False,Neg,683,72,183,,,,,,,,,,,,,,,,,,,,,77,6,0,1,0,1,0,0,7,0,1,4,6,0,389,6,0,1,0,0,0,1,0,0,196102,34184,347,32,0,0,25/22/16,3,20,146,5,0,196102,,17,,55,,,17,,6,,
986,474.0,EH5000,EUCLID         ,E,Engine,,CHEVRON DELO 400,15W40,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-03-22,,255.0,255.0,79298.0,False,,A,False,False,Neg,,15.16,,,,,,,,,,,,,,,,,,,,,,10,1,0,0,0,0,0,3,2,1,0,457,1596,386,1119,1301,87,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,26.0,18,8.0,22.0,23,0.0,16,,
987,474.0,EH5000,EUCLID         ,LFW,Left Front Wheel,,CHEVRON TEGRA ,ISO 680,,Zinc; calcium and phosphorus increase combined with decreasing viscosity indicate hydraulic oil entry. Check for possible oil transfer. Is compartment over full? Watch for increasing oil level. Cross contamination of lube oils may compromise additive package and lubrication performance. Fine metal Wear Rate Analysis by ICP of particles less than 10 microns appears acceptable.Total Ferrous Debris (pqL) index appears acceptable.Particle count indicates acceptable particulate contamination.Cross contamination of lube oils may compromise additive package and lubrication performance.Sample again in 100 hours to monitor closely for possible oil transfer.,2017-03-22,,255.0,255.0,79298.0,False,,C,False,False,Neg,605,60.35,169,,,,,,,,,,,,,,,,,,,,,14,0,0,0,0,0,0,1,14,0,1,19,183,0,359,57,0,0,0,0,0,0,0,0,29097,5796,103,11,1,0,22/20/14,3,17,23,11,1,29097,,0,,35,,,14,,6,,
988,474.0,EH5000,EUCLID         ,RFW,Right Front Wheel,,CHEVRON TEGRA ,ISO 680,,Zinc; calcium and phosphorus increase indicates possible hydraulic oil entry. Check for possible oil transfer. Is compartment over full? Watch for increasing oil level. Cross contamination of lube oils may compromise additive package and lubrication performance. Fine metal Wear Rate Analysis by ICP of particles less than 10 microns appears acceptable.Total Ferrous Debris (pqL) index appears acceptable. Unable to run viscosity due to the nature of the sample.Results have been validated with retesting.Sample again in 100 hours to monitor closely for possible oil transfer.,2017-03-22,,255.0,255.0,79298.0,False,,C,False,False,Neg,-,-,-,,,,,,,,,,,,,,,,,,,,,7,0,0,0,0,0,0,0,11,0,1,20,354,2,376,109,0,0,0,0,0,0,0,0,20881,5276,85,26,5,0,22/20/14,6,6,8,29,11,20881,,0,,34,,,14,,6,,
989,474.0,EH5000,EUCLID         ,LRF,Left Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-03-22,,1264.0,1264.0,79298.0,False,,A,False,False,Neg,667.8,71.34,185,,,,,,,,,,,,,,,,,,,,,27,4,0,0,0,0,0,0,4,0,1,5,13,0,390,4,0,0,0,0,0,0,0,0,57396,10511,106,6,0,0,23/21/14,1,8,34,0,0,57396,,7,,54,,,17,,6,,
990,474.0,EH5000,EUCLID         ,RRF,Right Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-03-22,,1252.0,1252.0,79298.0,False,,A,False,False,Neg,670.6,71.53,185,,,,,,,,,,,,,,,,,,,,,74,6,0,1,0,1,0,0,6,0,1,4,6,0,386,6,0,2,0,0,0,1,0,0,131799,26212,297,18,0,0,24/22/15,1,28,74,1,0,131799,,20,,55,,,17,,5,,
991,474.0,EH5000,EUCLID         ,H,Hydraulic System,,CHEVRON,10WT,,Wear Rate Analysis is acceptable for the operating time on the oil. Total Ferrous Debris (pqL) index appears acceptable. Particle count indicates continued high particulate contamination. If applicable; inspect filter(s) for visual and microscopic metal debris as a precaution. Larger wear particles; if present; may be contained in the filter. Use ultra-high efficiency filter elements OR kidney loop filtration to reduce particulate contamination for maximum component life. Target is ISO 18/15. Resample after 50 hours to monitor closely for increasing particulate contamination.,2017-03-22,,761.0,761.0,79298.0,False,,C,False,False,Neg,,6.62,,,,,,,,,,,,,,,,,,,,,,2,0,1,0,0,0,0,1,7,4,2,5,3067,11,861,1035,1,0,0,0,0,0,0,0,17259,7194,1002,458,55,0,21/20/17,66,32,171,620,3,17259,,0,0.0,6,3.0,13.0,15,0.0,12,,
992,474.0,EH5000,EUCLID         ,S,Steering System,,CHEVRON DELO TORQFORCE (Formerly Drive Train HD),10WT,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval and any time the oil is changed.,2017-03-22,,2862.0,2862.0,79298.0,False,,A,False,False,Neg,,6.76,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,1,14,3,1,11,3214,17,877,1049,2,0,0,0,0,0,0,0,7361,2065,45,9,0,0,20/18/13,1,1,0,21,0,7361,,0,0.0,6,3.0,13.0,15,0.0,11,,
993,474.0,EH5000,EUCLID         ,LFW,Left Front Wheel,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-03-06,,506.0,506.0,79043.0,True,False,A,False,False,Neg,662.7,70.95,185,,,,,,,,,,,,,,,,,,,,,39,0,0,0,1,1,0,2,35,0,1,6,26,1,395,8,0,0,0,0,0,0,0,0,31684,7311,112,14,0,0,22/20/14,0,9,31,1,3,31684,,9,,54,,,17,,6,,
994,474.0,EH5000,EUCLID         ,RFW,Right Front Wheel,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-03-06,,506.0,506.0,79043.0,True,False,A,False,False,Neg,674.8,71.31,183,,,,,,,,,,,,,,,,,,,,,18,0,0,0,1,1,0,0,24,0,1,5,8,0,398,2,0,0,0,0,0,0,0,0,24694,5246,113,10,1,0,22/20/14,7,9,17,20,5,24694,,7,,55,,,17,,6,,
995,474.0,EH5000,EUCLID         ,LRF,Left Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-03-06,,1009.0,1009.0,79043.0,False,False,A,False,False,Neg,674.5,71.89,185,,,,,,,,,,,,,,,,,,,,,33,3,0,0,0,1,0,1,13,0,1,4,9,0,404,2,0,0,0,0,0,0,0,0,382105,102331,2300,309,35,4,26/24/18,121,261,807,262,19,382105,,64,,54,,,17,,6,,
996,474.0,EH5000,EUCLID         ,RRF,Right Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-03-06,,997.0,997.0,79043.0,False,False,A,False,False,Neg,671.2,72.62,187,,,,,,,,,,,,,,,,,,,,,62,5,0,0,0,1,0,0,12,0,0,4,6,0,397,6,0,2,0,0,0,1,0,0,158105,35824,516,58,4,0,24/22/16,28,55,176,72,4,158105,,18,,55,,,18,,6,,
997,474.0,EH5000,EUCLID         ,E,Engine,,CHEVRON DELO 400,15W40,,Wear Rate; Oil Condition and Total Ferrous Debris (pqL) index are acceptable. No action required. Continue to build a reliable operating trend. Sample again at the next scheduled service interval.,2017-03-06,,50.0,50.0,79043.0,True,True,A,False,False,Neg,,15.48,,,,,,,,,,,,,,,,,,,,,,20,2,0,1,0,0,0,3,2,4,2,453,1650,415,1124,1327,94,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,44.0,20,10.0,25.0,24,0.0,17,,
998,474.0,EH5000,EUCLID         ,HYBE,Hydraulic System Before,,CHEVRON HD,10WT,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-03-06,,19487.0,19487.0,79043.0,False,False,A,False,False,Neg,,6.54,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,1,7,5,1,5,3013,12,860,1039,1,0,0,0,0,0,0,0,2997,1393,105,24,1,0,19/18/14,9,3,19,27,0,2997,,0,0.0,6,3.0,14.0,16,0.0,12,,
999,474.0,EH5000,EUCLID         ,HYAF,Hydraulic System After,,CHEVRON HD,10WT,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-03-06,,19487.0,19487.0,79043.0,False,True,A,False,False,Neg,,6.57,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,1,7,4,1,5,3022,11,848,1036,1,0,0,0,0,0,0,0,1359,550,49,7,1,0,18/16/13,6,0,2,23,0,1359,,0,0.0,5,3.0,13.0,16,0.0,11,,
1000,474.0,EH5000,EUCLID         ,E,Engine,,CHEVRON DELO 400,15W40,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-02-25,,-123.0,-123.0,78870.0,False,False,A,False,False,Neg,,15.26,,,,,,,,,,,,,,,,,,,,,,18,2,0,0,0,0,0,3,3,3,3,490,1663,418,1147,1337,95,0,0,0,0,0,0,0,,,,,,,,,,,,,,,5,35.0,19,9.0,24.0,24,0.0,17,,
1001,474.0,EH5000,EUCLID         ,LFW,Left Front Wheel,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-02-25,,333.0,333.0,78870.0,False,False,A,False,False,Neg,662,71.39,186,,,,,,,,,,,,,,,,,,,,,39,0,0,0,1,2,0,2,36,0,1,6,8,1,432,5,0,0,0,0,0,0,0,0,35078,7318,350,69,8,2,22/20/16,11,69,172,36,0,35078,,12,,55,,,17,,6,,
1002,474.0,EH5000,EUCLID         ,RFW,Right Front Wheel,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-02-25,,333.0,333.0,78870.0,False,False,A,False,False,Neg,669.4,72.19,186,,,,,,,,,,,,,,,,,,,,,16,0,0,0,1,1,0,0,23,0,1,5,6,0,419,1,0,0,0,0,0,0,0,0,31791,6830,316,66,9,2,22/20/15,11,41,120,72,9,31791,,9,,54,,,17,,5,,
1003,474.0,EH5000,EUCLID         ,LRF,Left Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-02-25,,836.0,836.0,78870.0,False,False,A,False,False,Neg,,71.27,,,,,,,,,,,,,,,,,,,,,,15,2,0,0,0,0,0,0,11,0,0,5,8,0,423,2,0,0,0,0,0,0,0,0,30466,6067,232,49,9,1,22/20/15,14,31,108,46,3,30466,,7,,55,,,17,,6,,
1004,474.0,EH5000,EUCLID         ,RRF,Right Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-02-25,,824.0,824.0,78870.0,False,False,A,False,False,Neg,659,72.89,190,,,,,,,,,,,,,,,,,,,,,58,5,0,0,0,1,0,0,14,0,0,5,6,0,416,6,0,2,0,0,0,0,0,0,52096,9681,153,14,0,0,23/20/14,5,27,39,33,2,52096,,18,,54,,,17,,5,,
1005,474.0,EH5000,EUCLID         ,H,Hydraulic System,,CHEVRON,10WT,,Wear Rate Analysis is acceptable for the operating time on the oil. Total Ferrous Debris (pqL) index appears acceptable. Particle count indicates high particulate contamination increase from previous sample. Dirt; dust and/or foreign debris may have entered the sample when it was taken. Review proper sampling procedures. Contaminated samples diminish the value of oil analysis. Resample ASAP to verify these results prior to any additional corrective action.,2017-02-25,,333.0,333.0,78870.0,False,False,C,False,False,Neg,,6.71,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,1,7,0,0,4,3125,10,842,1020,1,0,1,0,0,0,0,0,38731,14669,1856,922,188,14,22/21/18,156,55,614,839,4,38731,,7,0.0,6,3.0,13.0,15,0.0,11,,
1006,474.0,EH5000,EUCLID         ,S,Steering System,,CHEVRON DELO TORQFORCE (Formerly Drive Train HD),10WT,,Wear Rate Analysis is acceptable for the operating time on the oil. Total Ferrous Debris (pqL) index appears acceptable. Particle count indicates high particulate contamination increase from previous sample. Dirt; dust and/or foreign debris may have entered the sample when it was taken. Review proper sampling procedures. Contaminated samples diminish the value of oil analysis. Resample ASAP to verify these results prior to any additional corrective action.,2017-02-25,,2434.0,2434.0,78870.0,False,False,C,False,False,Neg,,6.69,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,8,0,0,4,3030,10,817,986,1,0,1,0,0,0,0,0,71350,28578,3611,1475,140,6,23/22/19,341,107,1178,1523,3,71350,,8,0.0,6,3.0,12.0,15,0.0,11,,
1007,474.0,EH5000,EUCLID         ,H,Hydraulic System,,CHEVRON,10WT,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-02-06,,503.0,503.0,78537.0,True,True,A,False,False,Neg,,6.61,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,1,4,3,1,6,3215,13,893,1076,1,0,0,0,0,0,0,0,1772,728,56,17,2,0,18/17/13,3,6,13,21,0,1772,,0,0.0,6,3.0,13.0,15,0.0,13,,
1008,474.0,EH5000,EUCLID         ,LFW,Left Front Wheel,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Total Ferrous Debris (pqL) index are acceptable. Particle count indicates acceptable particulate contamination. No action required. Continue to build a reliable operating trend. Sample again at the next scheduled service interval.,2017-02-05,,456.0,456.0,78993.0,False,False,A,False,False,Neg,665.3,70.89,184,,,,,,,,,,,,,,,,,,,,,31,0,0,0,1,1,0,1,27,0,1,4,7,0,386,3,0,0,0,0,0,0,0,0,79453,9911,256,35,3,0,23/20/15,16,49,99,61,3,79453,,8,,54,,,16,,4,,
1009,474.0,EH5000,EUCLID         ,RFW,Right Front Wheel,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Total Ferrous Debris (pqL) index are acceptable. Particle count indicates acceptable particulate contamination. No action required. Continue to build a reliable operating trend. Sample again at the next scheduled service interval.,2017-02-05,,456.0,456.0,78993.0,False,False,A,False,False,Neg,673.7,71.16,183,,,,,,,,,,,,,,,,,,,,,11,0,0,0,1,1,0,0,19,0,1,4,5,0,388,1,0,0,0,0,0,0,0,0,52235,8016,422,105,29,0,23/20/16,36,69,116,162,13,52235,,8,,52,,,17,,7,,
1010,474.0,EH5000,EUCLID         ,LRF,Left Rear Final Drive,,,,,Wear Rate; Oil Condition and Total Ferrous Debris (pqL) index are acceptable. Particle count indicates acceptable particulate contamination. No action required. Continue to build a reliable operating trend. Sample again at the next scheduled service interval.,2017-02-05,,959.0,959.0,78993.0,False,False,A,False,False,Neg,,71.4,,,,,,,,,,,,,,,,,,,,,,25,4,0,0,0,1,0,0,3,0,1,5,7,0,383,1,0,0,0,0,0,0,0,0,83517,14204,284,51,2,0,24/21/15,18,26,89,62,5,83517,,10,,56,,,17,,4,,
1011,474.0,EH5000,EUCLID         ,RRF,Right Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Total Ferrous Debris (pqL) index are acceptable. Particle count indicates acceptable particulate contamination. No action required. Continue to build a reliable operating trend. Sample again at the next scheduled service interval.,2017-02-05,,947.0,947.0,78993.0,False,False,A,False,False,Neg,678.4,72.17,185,,,,,,,,,,,,,,,,,,,,,93,7,0,1,0,2,0,0,4,0,0,4,4,0,382,8,0,2,0,0,0,1,0,0,184767,27603,407,54,12,0,25/22/16,4,48,174,70,0,184767,,25,,53,,,17,,7,,
1012,474.0,EH5000,EUCLID         ,S,Steering System,,CHEVRON DELO TORQFORCE (Formerly Drive Train HD),10WT,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-02-05,,2557.0,2557.0,78993.0,False,True,A,False,False,Neg,,6.54,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,2,9,0,1,5,3201,12,866,1109,1,0,0,0,0,0,0,0,3533,493,10,3,0,0,19/16/11,0,0,3,7,0,3533,,0,0.0,5,3.0,13.0,15,0.0,11,,
1013,474.0,EH5000,EUCLID         ,E,Engine,,CHEVRON DELO 400,15W40,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-02-05,,456.0,456.0,78993.0,True,,A,False,False,Neg,,15.19,,,,,,,,,,,,,,,,,,,,,,22,3,0,0,0,0,0,2,1,2,1,405,1579,401,1043,1270,83,0,0,0,0,0,0,0,,,,,,,,,,,,,,,6,45.0,20,9.0,23.0,23,0.0,19,,
1014,474.0,EH5000,EUCLID         ,E,Engine,,CHEVRON DELO 400,15W40,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-01-24,,301.0,301.0,78838.0,False,,A,False,False,Neg,,14.85,,,,,,,,,,,,,,,,,,,,,,17,3,0,0,0,0,0,2,2,3,1,426,1532,418,1085,1251,87,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,38.0,18,8.0,23.0,24,0.0,17,,
1015,474.0,EH5000,EUCLID         ,H,Hydraulic System,,CHEVRON,10WT,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval and any time the oil is changed.,2017-01-24,,804.0,804.0,78838.0,False,,A,False,False,Neg,,6.64,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,1,6,2,1,5,3191,12,886,1072,1,0,0,0,0,0,0,0,14221,3981,190,63,13,0,21/19/15,10,3,40,70,3,14221,,0,0.0,6,3.0,13.0,15,0.0,12,,
1016,471.0,EH5000,EUCLID         ,E,Engine,,CHEVRON DELO 400 LE,15W40,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-08-14,,483.0,483.0,82652.0,True,True,A,False,False,,,14.91,,,,,,,,,,,,,,,,,,,,,,8,1,0,0,0,0,0,2,7,2,1,462,1591,372,1061,1268,95,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,27.0,17,8.0,22.0,23,0.0,16,,
1017,471.0,EH5000,EUCLID         ,LFW,Left Front Wheel,,CHEVRON TEGRA ,ISO 680,,Iron (Fe) is extremely high. Chrome (Cr) indicates possible abrasive wear to roller bearings. Total Ferrous Debris (pqL) index appears elevated indicating an increasing amount of larger-sized iron particulate.Cap inspection indicates visible metallic and non-metallic debris is in the sample. Oil is too contaminated to obtain particle count analysis test results. Excessive wear is indicated in these test results.Schedule unit as soon as possible to resolve condition and reduce risk of more costly repairs.,2017-08-14,,483.0,483.0,82652.0,True,False,X,False,False,,622.7,71.39,193,,,,,,,,,,,,,,,,,,,,,315,0,0,1,64,46,0,0,14,0,1,19,26,0,243,2,9,0,1,0,0,2,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,,220,,8,,,13,,10,B1,
